name,subdir,N,E,N_types,specificity,degree_mean,degree_hetero,max_edges,clustering_coeff,max_chordless_cycle,self_assembly_probability,tree_num,guided_assembly_probability,tree_depth,tree_leaves,tree_N
CID_16217605,WHO,45,46,3,0.0,2.0444444444444443,5.733333333333333,46,0.0,6,,,,,,
CID_439353,WHO,24,24,3,0.0,2.0,5.5,24,0.0,6,,,,,,
CID_3590,WHO,29,28,4,0.0,1.9310344827586208,5.517241379310345,28,0.0,0,,,,,,
CID_23558,WHO,71,70,4,,1.971830985915493,5.859154929577465,69,0.0,0,,,,,,
CID_6032,WHO,69,71,4,0.0,2.057971014492753,5.855072463768116,71,0.0,6,,,,,,
CID_6102371,WHO,23,23,5,,2.0,5.565217391304348,22,0.0,6,,,,,,
CID_12675,WHO,17,16,2,0.0,1.8823529411764703,5.411764705882353,16,0.0,0,,,,,,
CID_3226,WHO,12,11,5,0.0,1.8333333333333333,5.0,11,0.0,0,,,,,,
CID_441314,WHO,31,31,4,0.0,2.0,5.612903225806452,31,0.0,6,,,,,,
CID_18642481,WHO,30,32,5,0.0,2.1333333333333333,6.466666666666667,32,0.0,6,,,,,,
CID_2723872,WHO,24,24,3,0.0,2.0,5.5,24,0.0,6,,,,,,
CID_6337,WHO,8,7,3,0.0,1.75,4.75,7,0.0,0,,,,,,
CID_3000469,WHO,50,53,3,0.0,2.12,6.4,53,0.0,13,,,,,,
CID_644020,WHO,43,46,3,0.0,2.13953488372093,6.604651162790698,46,0.0,8,,,,,,
CID_6918483,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_470999,WHO,68,70,4,0.0,2.0588235294117645,5.911764705882353,69,0.0,6,,,,,,
CID_68911,WHO,47,50,3,0.0,2.127659574468085,6.425531914893617,50,0.0,13,,,,,,
CID_10221470,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_7618,WHO,25,24,4,0.0,1.92,5.28,24,0.0,0,,,,,,
CID_5977,WHO,15,14,4,0.0,1.8666666666666667,5.2,14,0.0,0,,,,,,
CID_23257,WHO,94,91,5,0.0,1.9361702127659568,5.574468085106383,91,0.0,0,,,,,,
CID_17358,WHO,7,6,2,0.0,1.7142857142857142,6.0,6,0.0,0,,,,,,
CID_656641,WHO,102,101,3,0.0,1.9803921568627447,5.705882352941177,101,0.0,0,,,,,,
CID_64953,WHO,32,30,5,,1.875,5.0,31,0.0,0,,,,,,
CID_6212,WHO,5,4,3,0.0,1.6,4.0,4,0.0,0,,,,,,
CID_132477936,WHO,76,78,4,0.0,2.0526315789473686,5.947368421052632,78,0.0,6,,,,,,
CID_5780,WHO,26,25,3,0.0,1.9230769230769231,5.153846153846154,25,0.0,0,,,,,,
CID_9873,WHO,26,25,3,0.0,1.9230769230769231,5.615384615384615,25,0.0,0,,,,,,
CID_445709,WHO,9,6,3,,1.3333333333333333,2.0,5,0.0,0,,,,,,
CID_3000518,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_456410,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_6374,WHO,5,4,3,0.0,1.6,4.0,4,0.0,0,,,,,,
CID_702,WHO,9,8,3,0.0,1.7777777777777777,4.666666666666667,8,0.0,0,,,,,,
CID_11024312,WHO,45,46,3,0.0,2.0444444444444443,5.733333333333333,46,0.0,6,,,,,,
CID_3032577,WHO,23,23,5,,2.0,5.565217391304348,22,0.0,6,,,,,,
CID_11333,WHO,45,46,3,0.0,2.0444444444444443,5.733333333333333,46,0.0,6,,,,,,
CID_36294,WHO,69,71,4,0.0,2.057971014492753,5.884057971014493,71,0.0,6,,,,,,
CID_540327,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_91663255,WHO,56,53,5,,1.8928571428571428,4.964285714285714,54,0.0,6,,,,,,
CID_43814,WHO,18,18,4,0.0,2.0,5.666666666666667,18,0.0,5,,,,,,
CID_25137844,WHO,30,32,5,0.0,2.1333333333333333,6.466666666666667,32,0.0,6,,,,,,
CID_12620,WHO,69,68,3,0.0,1.9710144927536235,5.826086956521739,68,0.0,0,,,,,,
CID_165580,WHO,87,90,4,0.0,2.0689655172413794,5.908045977011494,90,0.0,6,,,,,,
CID_892,WHO,24,24,3,0.0,2.0,5.5,24,0.0,6,,,,,,
CID_24705,WHO,37,36,4,0.0,1.945945945945946,5.621621621621622,36,0.0,0,,,,,,
CID_19094,WHO,29,28,4,0.0,1.9310344827586208,5.448275862068965,28,0.0,0,,,,,,
CID_6916934,WHO,23,23,5,,2.0,5.565217391304348,22,0.0,6,,,,,,
CID_33042,WHO,65,67,4,0.0,2.0615384615384613,5.876923076923077,67,0.0,6,,,,,,
CID_2707,WHO,10,9,4,0.0,1.8,4.6,9,0.0,0,,,,,,
CID_656655,WHO,24,23,4,0.0,1.9166666666666667,5.25,23,0.0,0,,,,,,
CID_6251,WHO,26,25,3,0.0,1.9230769230769231,5.153846153846154,25,0.0,0,,,,,,
CID_31264,WHO,21,21,3,0.0,2.0,5.714285714285714,21,0.0,6,,,,,,
CID_7211,WHO,28,27,3,0.0,1.9285714285714288,5.5,27,0.0,0,,,,,,
CID_131839611,WHO,45,46,3,0.0,2.0444444444444443,5.733333333333333,46,0.0,6,,,,,,
CID_1116160,WHO,31,32,3,0.0,2.064516129032258,6.129032258064516,32,0.0,6,,,,,,
CID_2681,WHO,62,61,3,0.0,1.967741935483871,5.838709677419355,61,0.0,0,,,,,,
CID_37723,WHO,150,156,3,0.0,2.08,5.92,156,0.0,6,,,,,,
CID_122173797,WHO,45,46,3,0.0,2.0444444444444443,5.733333333333333,46,0.0,6,,,,,,
CID_23403,WHO,48,47,4,0.0,1.9583333333333333,5.625,47,0.0,0,,,,,,
CID_118705487,WHO,23,23,5,,2.0,5.565217391304348,22,0.0,6,,,,,,
CID_516900,WHO,5,4,3,0.0,1.6,4.0,4,0.0,0,,,,,,
CID_119432,WHO,4,3,2,0.0,1.5,3.0,3,0.0,0,,,,,,
CID_753,WHO,14,13,3,0.0,1.8571428571428568,4.857142857142857,13,0.0,0,,,,,,
CID_5071,WHO,34,36,3,0.0,2.117647058823529,6.529411764705882,36,0.0,8,,,,,,
CID_3776,WHO,12,11,3,0.0,1.8333333333333333,5.0,11,0.0,0,,,,,,
CID_2130,WHO,28,30,3,0.0,2.142857142857143,6.642857142857143,30,0.0,8,,,,,,
CID_6036,WHO,24,24,3,0.0,2.0,5.5,24,0.0,6,,,,,,
CID_6104,WHO,23,23,5,,2.0,5.565217391304348,22,0.0,6,,,,,,
CID_16399850,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_6503,WHO,19,18,4,0.0,1.894736842105263,5.052631578947368,18,0.0,0,,,,,,
CID_51634,WHO,36,36,4,0.0,2.0,5.722222222222222,36,0.0,6,,,,,,
CID_14052,WHO,38,37,4,0.0,1.947368421052632,5.526315789473684,37,0.0,0,,,,,,
CID_131704316,WHO,134,130,5,,1.9402985074626864,5.492537313432836,129,0.0,0,,,,,,
CID_525128,WHO,69,70,3,0.0,2.028985507246377,5.826086956521739,70,0.0,6,,,,,,
CID_444020,WHO,39,39,4,0.0,2.0,5.589743589743589,39,0.0,6,,,,,,
CID_62816,WHO,46,45,5,0.0,1.9565217391304348,5.521739130434782,45,0.0289855072463768,3,,,,,,
CID_7902,WHO,17,16,4,0.0,1.8823529411764703,5.176470588235294,16,0.0,0,,,,,,
CID_174,WHO,10,9,3,0.0,1.8,4.6,9,0.0,0,,,,,,
CID_5206,WHO,15,14,4,0.0,1.8666666666666667,5.2,14,0.0,0,,,,,,
CID_176077,WHO,24,24,4,0.0,2.0,5.583333333333333,24,0.0,6,,,,,,
CID_439213,WHO,25,25,4,0.0,2.0,5.52,25,0.0,6,,,,,,
CID_23668197,WHO,3,2,3,0.0,1.3333333333333333,2.0,2,0.0,0,,,,,,
CID_3080,WHO,14,13,4,0.0,1.8571428571428568,4.857142857142857,13,0.0,0,,,,,,
CID_73951857,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_3037206,WHO,73,75,4,0.0,2.054794520547945,5.945205479452055,75,0.0,6,,,,,,
CID_16058,WHO,40,41,3,0.0,2.05,5.95,41,0.0666666666666666,3,,,,,,
CID_65825,WHO,53,57,3,0.0,2.150943396226415,6.679245283018868,57,0.0188679245283018,8,,,,,,
CID_11358077,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_115056,WHO,31,32,3,0.0,2.064516129032258,6.129032258064516,32,0.0,6,,,,,,
CID_5702198,WHO,8,6,4,,1.5,3.0,4,0.0,0,,,,,,
CID_5565,WHO,28,27,3,0.0,1.9285714285714288,5.357142857142857,27,0.0,0,,,,,,
CID_179336,WHO,44,47,3,0.0,2.136363636363636,6.454545454545454,47,0.0,13,,,,,,
CID_3872,WHO,45,46,3,0.0,2.0444444444444443,5.733333333333333,46,0.0,6,,,,,,
CID_4837,WHO,16,16,3,0.0,2.0,5.75,16,0.0,6,,,,,,
CID_68295,WHO,12,11,4,0.0,1.8333333333333333,5.0,11,0.0,0,,,,,,
